Page no.,Page URL,Date Sent,Location,Cost,Weight,Paid/Forwarded/Due,Transcriber's Note
179,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-179,2/27/1749/50,Boston,26:5:,261:16,,
179,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-179,2/27/1749/50,R. Island,1,7,,
179,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-179,2/27/1749/50,NYork,31:2:2:1,152:16,pd. 3 dwt.,
179,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-179,2/27/1749/50,Amboy,1,10,Forwdd,
179,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-179,2/27/1749/50,Trenton,1:1,9,,
182,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-182,3/13/1749/50,Boston,18:0:0:0,129,,
182,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-182,3/13/1749/50,R.Island,5:,35:16,,
182,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-182,3/13/1749/50,NYork,23:4:2:0,134,Forwdd. 21:16,
182,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-182,3/13/1749/50,Trenton,1:0:0:0,1:8,,
182,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-182,3/13/1749/50,Brunswick,0:1:0:0.,4,,
184,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-184,3/27/1750,R.Island,2:0:0:0,14:16,,
184,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-184,3/27/1750,Boston,34:1:1:,277:8,pd. 7 dwt.,
184,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-184,3/27/1750,NYork,27:1:3:2,152:16,pd. 6,
184,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-184,3/27/1750,Amboy,1,4:16,,
184,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-184,3/27/1750,Trenton,1,2,,
184,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-184,3/30/1750,WmsBurgh,1:0:1:0,22:16,,
184,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-184,3/30/1750,York Town,1,5,,
184,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-184,3/30/1750,Annapolis,10:0.1:0,52:8,Forwd. 16,
186,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-186,4/5/1750,Boston,12:2:0:0,112:16,,
186,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-186,4/5/1750,R.Island,2:1:0:0,28:16,,
186,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-186,4/5/1750,NYork,10:5:1:0,69,,
186,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-186,4/5/1750,Amboy,1:0:0:0,22,,
189,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-189,4/12/1750,R.Island,2:0:0:0,14:16,,
189,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-189,4/12/1750,Trenton,1:1:0:6,37:8,,
189,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-189,4/12/1750,Amboy,1:1:3:0,26:16,,
189,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-189,4/12/1750,Brunswick,1,2,,
189,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-189,4/12/1750,NYork,48:7:3:2,267:,pd. 17:8,
189,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-189,4/12/1750,Boston,16:1.0.1,156:8,,
190,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-190,4/19/1750,Boston,14:3:2:0,187:8,,
190,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-190,4/19/1750,R. Island,3:0:0:0,21:16,,
190,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-190,4/19/1750,NYork,20:4:0:1,114:8,pd. dwt. gr. 27:8,
190,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-190,4/19/1750,Amboy,1:1,7:8,,Jno Styles follows this line
190,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-190,4/19/1750,Trenton,1:1:0:0,4,,
190,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-190,4/19/1750,NYork added,3:1:0:0,6.16,,
192,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-192,5/10/1750,Boston,23:1:1:1,408:16,pd. 21 dwt.,
192,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-192,5/10/1750,NYork,20:4:1:2,123:16,pd. 3 dwt.,
192,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-192,5/10/1750,R. Island,3,21,,
192,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-192,5/10/1750,Amboy,2:1:,8:16,,
192,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-192,5/10/1750,Trenton,1,1:8,,
194,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-194,5/17/1750,Boston,20.2.0.0.,173.8,pd. 35 dwt.,
194,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-194,5/17/1750,New York,30.4.1.1,120.8,,
194,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-194,5/17/1750,Rhode Island,3.,22:8,,
194,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-194,5/17/1750,Brunswick,2,5.8,,
194,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-194,5/17/1750,Amboy,2,4,,
194,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-194,5/17/1750,Trenton,2.0.1.0,8,,
194,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-194,5/24/1750,Boston,10.2.0.0,98.16,pd. 14:16,
194,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-194,5/24/1750,New York,23.6.1.3,192.16,pd. 3 dwt. 4 dwt for,
194,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-194,5/24/1750,New London,1,6,pd. 12 dwt.,
194,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-194,5/24/1750,Rhodeisland,1,7,29:16:00,
194,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-194,5/24/1750,Brunswick,3,6:16,,
194,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-194,5/24/1750,Trenton,1,4,fowd. 4 dwt. 8 Ryder 4:16,
198,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-198,5/31/1750,Boston,20:1:0:0,156:8,,
198,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-198,5/31/1750,Rhode Island,6:1:0.0,56,,
198,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-198,5/31/1750,New York,31:3:,114:8,pd. 6 dwt,
198,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-198,5/31/1750,Trenton,3,5:16,Forwdd 3 dwt.,
198,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-198,5/31/1750,Brunswick,,,,
199,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-199,6/1/1750,WmsBurgh,5:1:0:0,35:16,,
199,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-199,6/1/1750,Boyds Hole,1,5,,
199,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-199,6/1/1750,Annapolis,4,12,,
199,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-199,6/1/1750,NCastle,6,20:8,ford. 7 dwt,
200,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-200,6/7/1750,Boston,17:1:0:0,134,,
200,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-200,6/7/1750,Rhode Island,2,14,,
200,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-200,6/7/1750,New York,12:3:1:2,94:8,pd. 15:8,
200,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-200,6/7/1750,Amboy,1,2:16,pd. 2 dwt.,
200,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-200,6/7/1750,Brunswick,0:1,4,,
200,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-200,6/7/1750,Trenton,1.,1:8,,
201,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-201,6/14/1750,Boston,20:2:0:1,220:16,,
201,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-201,6/14/1750,Rhode Island,3:2:,51:,,
201,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-201,6/14/1750,New York,46:3:1:1,220:8,pd. 12 dwt.,
201,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-201,6/14/1750,Amboy,2,4:16,,
201,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-201,6/14/1750,Trenton,2,2:16,,
202,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-202,6/21/1750,Boston,26:3:0:0,231:8,,
202,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-202,6/21/1750,Rhode Island,8,59:8,,
202,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-202,6/21/1750,New York,25:4:1:1,126:16,,
202,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-202,6/21/1750,New London,2,12,,
202,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-202,6/21/1750,Amboy,2,5:8,,
202,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-202,6/21/1750,Brunswick,0:1:0,6:16,,
202,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-202,6/24/1750,Williamsburg,4:0:0:0:,22,,
202,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-202,6/24/1750,York Town,1,5:16,,
202,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-202,6/24/1750,Annapolis,9:1:,35:,,
203,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-203,6/28/1750,Boston,22:2:0:0,185:16,,
203,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-203,6/28/1750,Rhode Island,1,7,,
203,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-203,6/28/1750,New York,37:9:3:0,194:,pd. 15,
203,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-203,6/28/1750,Amboy,4:,10,,
203,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-203,6/28/1750,Trenton,2:2:1:0,11:8,,
205,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-205,7/5/1750,Boston,16:0:0:0,113:8,,
205,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-205,7/5/1750,Rhode Island,3:2:0:0,50:8,pd. 14 dwt.,
205,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-205,7/5/1750,New London,3:,20,,
205,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-205,7/5/1750,NYork,23:5:,105:16,pd. 9:8,
205,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-205,7/5/1750,Amboy,4,10:16,,
205,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-205,7/5/1750,Brunswick,2,4,,
205,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-205,7/9/1750,Annapolis,3:1:0:0,33,,
205,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-205,7/9/1750,Williamsburg,1,5,,
208,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-208,7/19/1750,Boston,27:1:1:0,227,,
208,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-208,7/19/1750,Rhode Island,1:,7,,
208,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-208,7/19/1750,New York,15:5:0:1,100:16:9,pd.wt,
210,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-210,7/26/1750,Boston,11:1:0:0,91,,
210,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-210,7/26/1750,Rhode Island,1,7:16,,
210,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-210,7/26/1750,New York,25:1:2:0,106:8,pd. 9 dwt.,
210,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-210,7/26/1750,Brunswick,1,2,,
210,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-210,7/26/1750,Trenton,1.1:,6,pd. 1:8,
210,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-210,7/26/1750,Burlington,1,1:8,,
210,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-210,7/29/1750,Annapolis,90:0:0,30:16,,
210,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-210,7/29/1750,Boyd's Hole,2,9,,
210,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-210,7/29/1750,Williamsburg,0:1,10:16,Post Dr. Sent pr Post 2 of 3 dwt. & 1 of 5 dwt. is 4/7 & 1 Pacquet of 27 dwt. is 11/3,
211,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-211,8/2/1750,Boston,18:0:0:0,127:16,,
211,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-211,8/2/1750,New York,33:3:0:1,143:,pd. 6 dwt.,
211,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-211,8/2/1750,Rhode Island,1,7,,
211,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-211,8/2/1750,Amboy,1,2:16,,
211,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-211,8/2/1750,Brunswick,2,4,,
211,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-211,8/2/1750,Trenton,1,2,,
213,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-213,8/9/1750,Boston,12:4:0:1,184:16,pd. dwt. 7,
213,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-213,8/9/1750,Boston,3,205,added,
213,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-213,8/9/1750,Rhode Island,1:0:0:0,7:,,
213,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-213,8/9/1750,New York,40:5:0:0,171:16,pd. 12 dwt.,
213,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-213,8/9/1750,New York,1:1,180,added,
213,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-213,8/9/1750,Amboy,2,4:16,,
213,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-213,8/9/1750,Brunswick,2,5:8,,
215,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-215,8/16/1750,Boston,23:,172:16,,
215,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-215,8/16/1750,Rhode Island,2,15:8,,
215,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-215,8/16/1750,New York,53:11:3:3:,378:,forwdd. 6 dwt.,
215,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-215,8/16/1750,Amboy,4:1,12,,
215,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-215,8/16/1750,Brunswick,5:,13:,,
215,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-215,8/16/1750,Burlington,1,2,,
215,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-215,8/22/1750,Williamsburg,9:1:0:0:,55:16,,
215,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-215,8/22/1750,Annapolis,11:1:1:0,53:16,fordd. 2:16,
216,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-216,8/23/1750,Boston,21:0:0:0,152:8,,
216,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-216,8/23/1750,Rhode Island,5:0:0:0,37:16,,
216,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-216,8/23/1750,New York,26:6:0:0,130:8,,
216,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-216,8/23/1750,Amboy,5:0:0:1,29:8,,
216,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-216,8/23/1750,Brunswick,1:,2:16,,
216,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-216,8/23/1750,Trenton,2,4:,,
216,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-216,8/23/1750,Burlington,1,2,,
218,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-218,8/30/1750,Boston,19:1:0:0,149,pd. 7 dwt.,
218,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-218,8/30/1750,New York,17:5:1:0,93,,
218,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-218,8/30/1750,Amboy,1,2,,
218,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-218,8/30/1750,Brunswick,1,2,,
218,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-218,8/30/1750,Trenton,1,1.8,,
219,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-219,9/6/1750,Boston,16:0:0:0,114:16,pd. 7 dwt.,
219,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-219,9/6/1750,Rhode Island,1:2:0:1,65,,
219,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-219,9/6/1750,New York,63:1:0:2,319.8,pd. 15:8,
219,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-219,9/6/1750,Amboy,5:0:1:0,18:16,,
219,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-219,9/6/1750,Brunswick,1.,2:,pd. 2 dwt/,
219,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-219,9/7/1750,Williamsburg,10:0:0:0,54,,
219,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-219,9/7/1750,York Town,2,10:16,,
219,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-219,9/7/1750,New Port,2,10:16,,
219,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-219,9/7/1750,Annapolis,14:2:1:1,89.16,,
222,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-222,9/13/1750,Boston,21.0.3.0,219,,
222,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-222,9/13/1750,New York,35.2.0.1,184.8,,
222,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-222,9/13/1750,Newport,4,28.16,,
222,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-222,9/13/1750,Amboy,1,2,,
222,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-222,9/13/1750,Brunswick,0.4.1.0,25.8,pd. 2 dwt. James Pemberton 1/6,
223,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-223,9/20/1750,Boston,31:3:1:0,293,,
223,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-223,9/20/1750,Rhode Island,2,14:,,
223,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-223,9/20/1750,New York,47:9:4:2,334:8,pd. 9 dwt.,
223,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-223,9/20/1750,Amboy,2:1,8:16,,
223,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-223,9/20/1750,Brunswick,3,6:16,,
223,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-223,9/20/1750,Trenton,2:,4.,,
223,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-223,9/20/1750,Burlington,0:1,4:16,,
225,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-225,9/27/1750,Rhode Island,3:0:0:0,21:,,
225,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-225,9/27/1750,Amboy,4:0:0:0,8,pd. 2 dwt.,
225,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-225,9/27/1750,Brunswick,1,2,,
225,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-225,9/27/1750,New York,19:3,81,pd. 6:16 dwt.,
225,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-225,9/27/1750,Boston,25:3:0:1,261:8,,
226,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-226,10/4/1750,Boston,8:3:0:1,137:8,,
226,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-226,10/4/1750,Rhode Island,3:1:0:0,35:,,
226,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-226,10/4/1750,New York,22:4,99,pd. 9 dwt.,
226,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-226,10/4/1750,Amboy,3:,6,,
226,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-226,10/4/1750,Brunswick,1,2,,
226,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-226,10/4/1750,Williamsburg,3:2:1:1,95:,,
226,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-226,10/4/1750,Annapolis,12:3:2:2,114,,
226,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-226,10/4/1750,Chester,1,7,,
226,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-226,10/4/1750,Williamsburg,6:1:0:1,145,added,
228,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-228,10/11/1750,Boston,15:0:0:0,107,pd. 7 dwt.,
228,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-228,10/11/1750,New York,16:3:0:1,84,,
228,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-228,10/11/1750,Brunswick,1,4,,
230,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-230,10/18/1750,Boston,23:1:0:1,233,,
230,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-230,10/18/1750,New York,21:1,69:16,paid 9 dwt.,
230,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-230,10/18/1750,Brunswick,4:,8,,
230,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-230,10/18/1750,Burlington,1:1:,4,,
231,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-231,10/25/1750,Boston,32:3:0:0,269,Paid 21 dwt.,
231,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-231,10/25/1750,New York,35:3:1.,132:16,Paid 6 dwt.,
231,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-231,10/25/1750,Rhode Island,1,7,,
231,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-231,10/25/1750,Brunswick,2,14,,
233,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-233,11/1/1750,Boston,29:1:0:0,218,,
233,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-233,11/1/1750,Rhode Island,1.,7,,
233,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-233,11/1/1750,New York,19:2:1:1,108:16,,
233,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-233,11/1/1750,Brunswick,1,2,,
233,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-233,11/2/1750,Williamsburg,4:2:0:0,40,,
233,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-233,11/2/1750,Annapolis,16:4:1:,82:8,pd. 3 dwt.,
233,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-233,11/2/1750,New Castle,4,8,"Sent in the last Postmaster General's Bill and Acct. of 1388:8 dwt.:grs. unpaid, & 37 Paid- added 48 & 80 unpaid",
236,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-236,11/8/1750,Boston,18:2:0:0,155,,
236,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-236,11/8/1750,New York,28:1:1:0,106:16,pd. 21 dwt.,
236,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-236,11/8/1750,Brunswick,1,2,,
236,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-236,11/8/1750,Trenton,1,1:8,,
236,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-236,11/8/1750,Rhode Island,1,7,,
238,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-238,11/15/1750,Boston,17:1:0:0,137,,
238,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-238,11/15/1750,Rhode Island,2,14,,
238,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-238,11/15/1750,New York,33,111,pd. 6 dwt.,
238,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-238,11/15/1750,Brunswick,1,2,,
238,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-238,11/15/1750,Trenton,2,2:16,,
238,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-238,11/20/1750,Williamsburg,10:2:1:0,85,,
238,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-238,11/20/1750,Newport,0.1,10,,
238,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-238,11/20/1750,York Town,2,10,,
238,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-238,11/20/1750,Annapolis,3:1:1:0,24,,
238,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-238,11/20/1750,New Castle,2,4,,
238,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-238,11/20/1750,Chester,2,2:16,This Comptroller's Bill amounted to 673 dwt: 16 grs.,
241,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-241,11/22/1750,Boston,33:2:0:1,374:8,,
241,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-241,11/22/1750,Rhode Island,1:0:0:0,7,,
241,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-241,11/22/1750,New York,24:2:0:0,99:8,pd.6,
241,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-241,11/22/1750,Amboy,1,2,,
241,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-241,11/22/1750,Brunswick,1:1:0:0,6:16,,
241,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-241,11/29/1750,Boston,32:2:1:2:,341,,
241,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-241,11/29/1750,Rhode Island,8:0:1:0,77,,
241,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-241,11/29/1750,New York,27:4:1:1,126,,
241,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-241,12/12/1750,Boston,30:1:1:0,249,,
241,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-241,12/12/1750,Rhode Island,5:1:0:0,49,,
241,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-241,12/12/1750,New York,26:7:3:0,153,,
241,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-241,12/12/1750,Amboy,1,2:16,,
241,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-241,12/12/1750,Brunswick,1,2,,
241,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-241,12/12/1750,Trenton,3,4,,
241,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-241,12/15/1750,Williamsburg,4:1:0:0,30,,
241,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-241,12/15/1750,York Town,1:0:0,40,,
241,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-241,12/15/1750,New Port,1,5,,
241,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-241,12/15/1750,Annapolis,4:1:,18,,
241,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-241,12/15/1750,New Castle,19:3:0:0,67:8,Fowdd. to New Castle of the above 23:8,
242,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-242,12/26/1750,Boston,13:4:0,196:16,,
242,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-242,12/26/1750,Rhode Island,4,28,,
242,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-242,12/26/1750,New York,17:2:1:1,90,Paid 42:8 dwt.,
242,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-242,12/26/1750,Brunswick,1,4,Pd. 2 dwt.,
242,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-242,1/9/1750-1,Boston,21:1:0:0,162,"Paid 7 dwt,",
242,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-242,1/9/1750-1,Rhode Island,1:1:,21:16,,
242,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-242,1/9/1750-1,New York,12:0:0:1,62,Paid 21:16,
242,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-242,1/9/1750-1,Burlington,,,Pd. 2,
