Page no.,Page URL,Date Sent,Location,Cost,Weight,Paid/Forwarded/Due,Transcriber's Note
106,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-106,4/20/1749,NPort R. Isd.,5.1.0.0,53.0,,
106,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-106,4/20/1749,NYork,23.4.1.1.,126:8 ,ps. 12 dwt. ,
106,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-106,4/20/1749,Amboy,2,5:8,,
106,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-106,4/20/1749,Trenton,7,3:16,forwarded,
106,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-106,4/20/1749,Boston,22.2.0.0,192.16,,
106,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-106,4/20/1749,N Port R Isld.,5.1.0.0,53.0,,
106,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-106,4/20/1749,NYork,23.4.1.1.,126:8,pd. 12 dwt.,
106,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-106,4/20/1749,Amboy,2,5:8,,
106,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-106,4/20/1749,Trenton,1,3:16,forwdd.,
107,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-107,4/27/1749,Boston,27.1.1.0,226.,pd. 14 dwt.,
107,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-107,4/27/1749,NPort R. Island,3.0.0.0,21.16,,
107,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-107,4/27/1749,N York,16.5.0.0,82.,16 paid dwt.,
107,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-107,4/27/1749,N Brunswick,1.0.0.0,2.,pd. 2 dwt.,
107,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-107,4/27/1749,Amboy,2,8,,
107,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-107,4/28/1749,Annapolis,6.2.0.0,34,free 6 dwt.,
107,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-107,4/28/1749,WmsBurg,7.1.0.0,58,,
107,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-107,4/28/1749,N Castle,2,4,,
109,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-109,5/4/1749,Boston,16.0.0.1,150.8,,
109,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-109,5/4/1749,NYork,26.5.1.1,145.,6 pd.,
109,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-109,5/4/1749,R. Island,3.1.0.1,65.16,,
109,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-109,5/4/1749,Trenton,2.0.0.0,5.8,,
109,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-109,5/4/1749,Brunswick,1.0.0.0,2.16,,
112,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-112,5/11/1749,Boston,30.4.1.1,305:8,,
112,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-112,5/11/1749,Newport,1.,7:16,,
112,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-112,5/11/1749,NYork,66.17.7.7,520:0,pd. 44:16,
112,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-112,5/11/1749,Amboy,3,6,,
112,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-112,5/11/1749,Brunswick,1,2,,
113,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-113,5/18/1749,Boston,15.5.1.0,197,pd. 7 dwt.,
113,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-113,5/18/1749,NYork,19.2.1.0,838.,pd.34.8,
113,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-113,5/18/1749,Rhode Island,0.3.0.0,42,,
113,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-113,5/18/1749,Brunswick,21.0.0.0,4,,
113,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-113,5/17/1749,Annapolis,4.0.0.0.,12,,
113,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-113,5/17/1749,WmBurgh,5.0.0.0,24.16,,
113,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-113,5/17/1749,NCastle,1.0.0.0,7,forwdd.,
115,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-115,5/25/1749,Boston,34.12.0.1,435.16,,
115,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-115,5/25/1749,RIsland,1.1.1.0,42,,
115,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-115,5/25/1749,NYork,19.2.0.0,77.8,pd. 6.8 dwt,
115,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-115,5/25/1749,Trenton,1.0.0.0,2,,
115,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-115,5/25/1749,Amboy,1.1,6.16,,
117,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-117,6/1/1749,Boston,24.6.0.0,25.3.8,,
117,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-117,6/1/1749,NYork,14.7.3.1,127.16,,
117,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-117,6/1/1749,Rhode Island,1,14.,,
118,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-118,6/9/1749,Annapolis,11.3.0.0,62.8,,
118,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-118,6/9/1749,WmsBurgh,3.4.1.0,68.58,,
118,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-118,6/9/1749,Chester,1,3.16,forwdd.,
118,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-118,6/9/1749,Boston,23.4.1.0,230.8,pd. 21 dwt,
118,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-118,6/9/1749,RIsland,5..0.0,49,,
118,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-118,6/9/1749,NYork,22.5.0.2,144.16,pd. 18 dwt.,
118,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-118,6/9/1749,Amboy,3.0.0.0,6.16,,
121,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-121,6/15/1749,Boston,19.3.2.1,261,,
121,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-121,6/15/1749,R. Island,0.2.0.0,28,,
121,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-121,6/15/1749,N.York,33.4.3.2,181.8,pd. 9 dwt.,
121,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-121,6/15/1749,Brunswick,1.0.0.0,2,,
123,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-123,6/22/1749,Boston,30.9.1.0,360.16,,
123,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-123,6/22/1749,NYork,24.9.0.1,151.8,pd. 6 dwt.,
123,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-123,6/22/1749,R. Island,5.4.0.0,93.16,,
123,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-123,6/22/1749,Amboy,2.0.0.0,4,,
123,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-123,6/22/1749,Trenton,1.0.0.0,2,,
123,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-123,6/27/1749,Annapolis,9.0.0.0,28.8,,
123,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-123,6/27/1749,WmBurgh,4.0.1.0,35.16,,
124,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-124,6/29/1749,Boston,26.1.2.0,239.16,pd. 14:8,
124,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-124,6/29/1749,R. Island,6.0.0.0,43.8,,
124,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-124,6/29/1749,NYork,35.2.0.0,117,pd. 9 dwt.,
124,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-124,6/29/1749,Brunswick,1.0.0.0,2,,
126,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-126,7/6/1749,Boston,23.1.1.0,196,pd. 7 dwt.,
126,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-126,7/6/1749,R. Island,2.0.1.0,35,,
126,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-126,7/6/1749,NYork,12.3.0.0,60,pd. 6:16 dwt.,
126,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-126,7/6/1749,Amboy,0.0.1.0,6,,
126,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-126,7/6/1749,Brunswick,1.0.0.0,2,,
127,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-127,7/14/1749,Boston,31.2.0.0,246,,
127,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-127,7/14/1749,R. Island,3.1.0.0,35,,
127,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-127,7/14/1749,NYork,32.9.1.2,229.8,pd. 3.8,
127,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-127,7/14/1749,Brunswick,1.0.0.0,2,,
127,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-127,7/14/1749,Amboy,1.1.0.0,6.16,,
128,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-128,7/20/1749,Boston,25.3.0.0,220,,
128,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-128,7/20/1749,NYork,19.4.1.0,92.16,pd. 3 dwt.,
128,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-128,7/20/1749,R. Island,2.0.0.0,14,,
128,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-128,7/20/1749,Brunswick,1.0.0.0,2,,
130,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-130,7/27/1749,Boston,17.2.0.0,147,,
130,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-130,7/27/1749,NPort,1.1.0.0,2.1,,
130,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-130,7/27/1749,NYork,20.3.0.1,107,,
130,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-130,7/27/1749,Amboy,1.0.0.0,2 grs.,,
130,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-130,7/27/1749,Trenton,1.0.0.0,1.8,,
130,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-130,7/27/1749,Brunswick,1.0.0.0,2,,
130,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-130,7/28/1749,N.Port,3.1.0.0,25.16,,
130,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-130,7/28/1749,Boyd's Hole,3.0.0.0,12,,
130,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-130,7/28/1749,WmsBurgh,2.0.0.0,10,,
130,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-130,7/28/1749,Annapolis,5.2.0.0,27,,
131,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-131,8/3/1749,Boston,17.1.0.0,133,,
131,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-131,8/3/1749,NPort,7.0.0.0,49,,
131,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-131,8/3/1749,N.York,16.3.0.0,66,pd. 24 dwt.,
131,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-131,8/3/1749,Trenton,1.0.0.0,1.8,,
132,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-132,8/10/1749,Boston,26.2.0.0,210,,
132,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-132,8/10/1749,NYork,34.3.2.0,156,,
132,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-132,8/10/1749,Burlington,0.1.0.0,2.16,,
132,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-132,8/10/1749,Trenton,1.1,4.16,,
132,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-132,8/10/1749,Amboy,3.0.0.0,6.16,,
132,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-132,8/10/1749,R. Island,1.0.0.0,7,,
132,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-132,8/11/1749,WmsBurgh,4.0.0.0,20.16,,
132,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-132,8/11/1749,Annapolis,4.0.0.0,12,,
132,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-132,8/11/1749,Boyd's Hole,1.0.0.0,4,,
132,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-132,8/11/1749,N.Castle,2,6,forwdd 4 dwt.,
132,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-132,8/11/1749,Chester,1,3,forwdd.,
134,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-134,8/17/1749,Boston,18.3.0.0,168,pd. 7 dwt.,
134,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-134,8/17/1749,NYork,24.5.0.0,105.,pd. 3,
134,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-134,8/17/1749,R. Island,6,42,,
134,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-134,8/17/1749,Amboy,1,2:16,,
134,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-134,8/17/1749,Trenton,1,1:8,,
135,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-135,8/24/1749,Boston,27.3.0.0,231,pd. 7 dwt.,
135,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-135,8/24/1749,R. Island,10.2.0.0,102.16,,
135,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-135,8/24/1749,NYork,43.13.2.4,337:16,Forwdd. 55 dwt. pd. 6,
135,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-135,8/24/1749,Amboy,2.0.2.0,17.8,,
135,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-135,8/24/1749,Trenton,2.0.0.0,2.16,,
135,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-135,8/24/1749,Brunswick,1.0.0.0,2.,,
135,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-135,8/27/1749,Boyd's Hole,1,4,,
135,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-135,8/27/1749,WmsBurg,6.0.0.0,30,,
135,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-135,8/27/1749,NPort,1.1.0.0,15.16,,
135,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-135,8/27/1749,Anns.,1.1.0.0,9.16,,
135,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-135,8/27/1749,N. Castle,2.0.0.0,6.16,Forwdd.,
135,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-135,8/27/1749,Chester,2,2.16,Rider 6.16,
136,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-136,8/31/1749,Boston,27.1,204:8,,
136,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-136,8/31/1749,NYork,15.5.0.0,77.0,,
136,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-136,8/31/1749,Amboy,4,8,,
136,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-136,8/31/1749,Trenton,2,2:16,,
138,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-138,9/7/1749,Boston,12.0.1.2,161,,
138,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-138,9/7/1749,R. Island,3.0.0.1,49,,
138,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-138,9/7/1749,N.York,23,69,,
138,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-138,9/7/1749,Amboy,1,2,,
138,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-138,9/7/1749,Brunswick,1,2,,
138,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-138,9/9/2017,Annapolis,5.0.0.0,17:8,,
138,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-138,9/9/2017,Wmburg,3.0.0.0,15.0,,
138,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-138,9/9/2017,Chester,2,5,Rider 19:16 dwt. Forwdd. 3 dwt.,
139,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-1389,9/14/1749,Boston,44.4.0.0,376.8,Pd. 14 dwt.,
139,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-1389,9/14/1749,R.Island,7,49,Forwdd. 20 dwt.,
139,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-1389,9/14/1749,Trenton,1,2,,
139,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-1389,9/14/1749,Burlington,,2,,
139,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-1389,9/14/1749,Brunswick,1.1.,6.16,,
139,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-1389,9/14/1749,Amboy,1,2,,
139,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-1389,9/14/1749,NYork,44.13.5.2,294,Pd. 15,
141,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-141,9/21/1749,Boston,20:0.1.0,165 grs.,,
141,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-141,9/21/1749,R. Island,3.,21.16,,
141,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-141,9/21/1749,NYork,35.6.1.0,169.16,d. 6 dwt.,
141,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-141,9/21/1749,Amboy,1,2,,
141,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-141,9/21/1749,Brunswick,2,4,,
141,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-141,9/21/1749,Trenton,0.0.1,4,,
144,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-144,9/28/1749,Boston,39:0.0.0,251.16,,
144,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-144,9/28/1749,R. Island,2,14,,
144,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-144,9/28/1749,NYork,47.8,213,pd. 9,
144,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-144,9/28/1749,Amboy,2.1,8.16,,
144,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-144,9/28/1749,Brunswick,2.0,8,,
144,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-144,9/29/1749,Annapolis,1.0.0.0,3:16,,
144,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-144,9/29/1749,Rappahanock,3.1.0.0,22:16,,
144,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-144,9/29/1749,Wmsburgh,9.1.0.0,59.16,,
146,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-146,10/5/1749,Boston,29.2.1.1,281,pd. 8 dwt.,
146,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-146,10/5/1749,NYork,36.2.1.,135,Pd. 12,
146,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-146,10/5/1749,R. Island,5,35.16,,
146,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-146,10/5/1749,Brunswick,4,8.16,,
146,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-146,10/5/1749,Amboy,1.1,6.16,Forwardd 7.16 dwt.,
148,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-148,10/12/1749,Boston,32.1.2.0,285.16,,
148,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-148,10/12/1749,NYork,26.4,115.16,,
148,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-148,10/12/1749,R.Island,2.,14,,
148,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-148,10/12/1749,Amboy,1,2,,
148,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-148,10/12/1749,Brunswick,1,2,,
149,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-149,10/19/1749,Boston,17.3.0.0,164,,
149,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-149,10/19/1749,NYork,24.3,101.8,pd. 6,
149,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-149,10/19/1749,Amboy,2.,4.16,,
149,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-149,10/19/1749,Brunswick,0.1.,4,,
149,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-149,10/19/1749,Trenton,4.,11.8,,
153,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-153,10/26/1749,Boston,24:2:1,217,1 single pd. 7:8,
153,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-153,10/26/1749,NYork,17:4,75,1... 3:8,
153,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-153,10/26/1749,Trenton,4,5:8,,
153,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-153,10/26/1749,Burln.,1:1,4:8,,
153,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-153,10/30/1749,NPost,3.1.1.,210,,
153,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-153,10/30/1749,Annapolis,8.1,30,,
153,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-153,10/30/1749,Wmsburg,1,5,,
153,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-153,10/30/1749,York,1,5,,
153,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-153,10/30/1749,NCastle,2,4.16,,
154,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-154,11/2/1749,Boston,16.0.0.1.,140,,
154,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-154,11/2/1749,R.Island,2.2.,43.8,,
154,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-154,11/2/1749,NYork,13.2,51,pd. 12.16,
154,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-154,11/2/1749,Amboy,1,2:16,,
154,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-154,11/2/1749,Trenton,2,3.8,,
157,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-157,11/9/1749,Boston,34:0:2:0,287,,
157,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-157,11/9/1749,R.Island,5:1:,51:16,,
157,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-157,11/9/1749,NYork,52:16:1.2,309,,
157,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-157,11/9/1749,Brunswick,1,2:16,,
157,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-157,11/9/1749,Amboy,1,2:16,,
157,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-157,11/9/1749,Trenton,1,1.8,,
159,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-159,11/16/1749,Boston,35.1.1,284,,
159,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-159,11/16/1749,NYork,25.3.1,121.8,pd. 22.8 dwt.,
159,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-159,11/16/1749,R.Island,3,21,pd. 7,
159,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-159,11/16/1749,Burlington,2,4:16,,
159,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-159,11/16/1749,Brunswick,2:1,10.16,,
159,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-159,11/16/1749,Amboy,3,7,,
159,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-159,11/16/1749,Trenton,1,1.8,,
162,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-162,11/23/1749,Boston,32.0.1.1,274:8,,
162,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-162,11/23/1749,R.Island,1.,7,,
162,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-162,11/23/1749,NYork,40:7,169:8,,
162,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-162,11/23/1749,Brunswick,3.,6,,
163,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-163,12/5/1749,Boston,33:2:0:0,263:8,,
163,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-163,12/5/1749,NYork,30:4:1:2,161:8,,
163,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-163,12/5/1749,R.Island,4:3:0:0,72.16,pd. 9:8,
163,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-163,12/5/1749,Amboy,1:0:0:0,2,,
163,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-163,12/6/1749,WmsBurgh,0:1:1:1,80:16,,
163,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-163,12/6/1749,Annapolis,12:4:0:1,86:16,forwdd. 3:16,
167,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-167,12/19/1749,Boston,23:4:0:0,217:16,,
167,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-167,12/19/1749,R.Island,0:1:,14,pd. 14 dwt.,
167,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-167,12/19/1749,NYork,26:1.0:3,121.8,pd.3:8,
167,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-167,12/19/1749,Amboy,1,64,,
167,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-167,12/19/1749,Brunswick,1:0:0:0,2,,
169,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-169,1/2/1749/50,Boston,21.0:1:1,198,,
169,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-169,1/2/1749/50,R.Island,2:,14,,
169,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-169,1/2/1749/50,NYork,34:04:01,139,pd. 46,
169,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-169,1/4/1749/50,WmsBurgh,1:1:0:0,15,,
169,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-169,1/4/1749/50,Annapolis,81,30,pd. 3 dwt,
171,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-171,1/16/1749/50,Boston,20:4:0:0:,199,,
171,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-171,1/16/1749/50,NYork,12:1:,45,pd. 12,
171,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-171,1/16/1749/50,Amboy,6,16,,
174,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-174,1/30/1749,Boston,54:5.0:1.,505,,
174,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-174,1/30/1749,R.Island,7:2:0.1,107,,
174,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-174,1/30/1749,NYork,43:6:1,210,pd. 9 dwt,
174,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-174,1/30/1749,Amboy,4,10,,
174,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-174,1/30/1749,Trenton,4.1,8,,
174,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-174,1/30/1749,Burlington,3,4,,
177,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-177,2/13/1749/50,Boston,33:6:0:1,370:8,,
177,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-177,2/13/1749/50,R.Island,11:4:1:,162,,
177,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-177,2/13/1749/50,NYork,49:9:4:2:,341.8,pd. 6 dwt.,
177,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-177,2/13/1749/50,Brunswick,1,2:16,,
177,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-177,2/13/1749/50,Amboy,3:1:1:,18.,,
177,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-177,2/13/1749/50,Burlington,1.,1:8,,
177,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-177,2/13/1749/50,Trenton,2:0:1:0,13:16,Forwdd. 7 dwt.,
177,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-177,2/15/1749/50,Annapolis,14:5,75:8,Forwdd. 32:16 dwt.,
177,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-177,2/15/1749/50,WmsBurgh,5:4,47:16,,
177,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-177,2/15/1749/50,York Town,0:1,10:16,,
